From	To	Species	Gene Name
178174	NM_001307063	Caenorhabditis elegans	hypothetical protein(C42C1.4)
178174	NM_001307062	Caenorhabditis elegans	hypothetical protein(C42C1.4)
178174	NM_001027889	Caenorhabditis elegans	hypothetical protein(C42C1.4)
178174	NM_001027888	Caenorhabditis elegans	hypothetical protein(C42C1.4)
183462	NM_073810	Caenorhabditis elegans	UDP-glucuronosyltransferase(ugt-15)
172293	NM_059359	Caenorhabditis elegans	SPerm CHromatin enriched(spch-3)
172059	AF272397	Caenorhabditis elegans	C. Elegans Homeobox(ceh-17)
172059	NM_058992	Caenorhabditis elegans	C. Elegans Homeobox(ceh-17)
179406	NM_073196	Caenorhabditis elegans	UDP-GlucuronosylTransferase(ugt-17)
179406	NM_001129369	Caenorhabditis elegans	UDP-GlucuronosylTransferase(ugt-17)
179405	NM_073190	Caenorhabditis elegans	hypothetical protein(R04B5.5)
179404	NM_073189	Caenorhabditis elegans	hypothetical protein(R04B5.6)
181429	NM_077756	Caenorhabditis elegans	SCAVenger receptor (CD36 family) related(scav-4)
172053	NM_058981	Caenorhabditis elegans	hypothetical protein(Y119C1B.5)
266648	AF003281	Caenorhabditis elegans	Synaptobrevin-1(snb-1)
266648	NM_072287	Caenorhabditis elegans	Synaptobrevin-1(snb-1)
180853	NM_001270101	Caenorhabditis elegans	C-terminal-binding protein 1(ctbp-1)
180853	NM_001270102	Caenorhabditis elegans	C-terminal-binding protein 1(ctbp-1)
266646	NM_072663	Caenorhabditis elegans	Serine palmitoyltransferase 2(sptl-2)
266646	NM_072664	Caenorhabditis elegans	Serine palmitoyltransferase 2(sptl-2)
181537	NM_077984	Caenorhabditis elegans	hypothetical protein(C11H1.3)
190679	NM_070451	Caenorhabditis elegans	Putative T-box protein 40(tbx-40)
190678	NM_070450	Caenorhabditis elegans	Putative T-box protein 39(tbx-39)
180992	AY091467	Caenorhabditis elegans	Acetoacetyl-CoA synthetase(sur-5)
180992	NM_076828	Caenorhabditis elegans	Acetoacetyl-CoA synthetase(sur-5)
181232	NM_001129636	Caenorhabditis elegans	hypothetical protein(C14H10.3)
181232	NM_001129637	Caenorhabditis elegans	hypothetical protein(C14H10.3)
180990	AF257062	Caenorhabditis elegans	Rab-3-interacting molecule unc-10(unc-10)
180990	NM_171720	Caenorhabditis elegans	Rab-3-interacting molecule unc-10(unc-10)
180990	NM_001029730	Caenorhabditis elegans	Rab-3-interacting molecule unc-10(unc-10)
171942	NM_182024	Caenorhabditis elegans	LARP (RNA binding La related protein) homolog(larp-5)
171942	NM_058808	Caenorhabditis elegans	LARP (RNA binding La related protein) homolog(larp-5)
191738	NM_063722	Caenorhabditis elegans	Overexpression Longevity Determinant(old-2)
191737	NM_063729	Caenorhabditis elegans	Tyrosine-protein kinase receptor old-1(old-1)
186766	NM_071916	Caenorhabditis elegans	UDP-GlucuronosylTransferase(ugt-13)
186767	NM_071915	Caenorhabditis elegans	UDP-GlucuronosylTransferase(ugt-14)
172064	NM_059002	Caenorhabditis elegans	NRD (yeast Nuclear pre-mRNA Down-regulation) homolog(nrd-1)
186768	NM_071914	Caenorhabditis elegans	UDP-GlucuronosylTransferase(ugt-8)
190573	NM_066866	Caenorhabditis elegans	Solute carrier organic anion transporter family member(Y70G10A.3)
186769	NM_071913	Caenorhabditis elegans	hypothetical protein(H23N18.4)
177664	NM_001038366	Caenorhabditis elegans	Cation transporting ATPase(catp-7)
177664	NM_001028371	Caenorhabditis elegans	Cation transporting ATPase(catp-7)
177664	NM_001028372	Caenorhabditis elegans	Cation transporting ATPase(catp-7)
178425	NM_070440	Caenorhabditis elegans	hypothetical protein(Y73F8A.5)
171616	NM_058309	Caenorhabditis elegans	MARCH (Membrane-Associated Ring finger (C3HC4)) homolog(marc-4)
259333	NM_171199	Caenorhabditis elegans	UPF0562 protein C29E4.12(C29E4.12)
24105291	NM_001306589	Caenorhabditis elegans	Zygote defective protein 12(zyg-12)
24105291	AY487140	Caenorhabditis elegans	Zygote defective protein 12(zyg-12)
24105291	NM_001306591	Caenorhabditis elegans	Zygote defective protein 12(zyg-12)
24105291	NM_001306590	Caenorhabditis elegans	Zygote defective protein 12(zyg-12)
24105291	NM_001306592	Caenorhabditis elegans	Zygote defective protein 12(zyg-12)
174812	NM_064119	Caenorhabditis elegans	JuMonJi (transcription factor) Domain protein(jmjd-1.1)
189720	NM_065096	Caenorhabditis elegans	hypothetical protein(Y39A3A.4)
24105295	NM_001306910	Caenorhabditis elegans	hypothetical protein(ZK616.65)
24105295	NM_001306909	Caenorhabditis elegans	hypothetical protein(ZK616.65)
180742	NM_001307866	Caenorhabditis elegans	Solute carrier organic anion transporter family member(K02G10.5)
180742	NM_076401	Caenorhabditis elegans	Solute carrier organic anion transporter family member(K02G10.5)
180742	NM_001307867	Caenorhabditis elegans	Solute carrier organic anion transporter family member(K02G10.5)
180742	NM_001307868	Caenorhabditis elegans	Solute carrier organic anion transporter family member(K02G10.5)
189479	NM_063951	Caenorhabditis elegans	hypothetical protein(Y19D2B.1)
266877	NM_064919	Caenorhabditis elegans	SPSB (SPry and Socs Box) family(spsb-2)
183484	NM_071191	Caenorhabditis elegans	CYtochrome P450 family(cyp-33C1)
181205	NM_001083287	Caenorhabditis elegans	UDP-glucuronosyltransferase(ugt-23)
181205	NM_001083286	Caenorhabditis elegans	UDP-glucuronosyltransferase(ugt-23)
172075	NM_059017	Caenorhabditis elegans	hypothetical protein(B0041.5)
191541	NM_061839	Caenorhabditis elegans	hypothetical protein(ZK1240.6)
181200	NM_077250	Caenorhabditis elegans	SCAVenger receptor (CD36 family) related(scav-5)
188619	NM_071912	Caenorhabditis elegans	UDP-GlucuronosylTransferase(ugt-10)
178042	NM_069724	Caenorhabditis elegans	hypothetical protein(B0035.1)
178042	NM_069723	Caenorhabditis elegans	hypothetical protein(B0035.1)
178044	NM_069726	Caenorhabditis elegans	hypothetical protein(B0035.3)
3565861	NM_001026662	Caenorhabditis elegans	hypothetical protein(Y87G2A.17)
191615	NM_059345	Caenorhabditis elegans	Homeobox protein ceh-2(ceh-2)
191615	AY246428	Caenorhabditis elegans	Homeobox protein ceh-2(ceh-2)
191615	AY246429	Caenorhabditis elegans	Homeobox protein ceh-2(ceh-2)
172189	NM_059185	Caenorhabditis elegans	FERM domain (protein4.1-ezrin-radixin-moesin) family(frm-4)
172189	NM_059186	Caenorhabditis elegans	FERM domain (protein4.1-ezrin-radixin-moesin) family(frm-4)
172189	NM_001262958	Caenorhabditis elegans	FERM domain (protein4.1-ezrin-radixin-moesin) family(frm-4)
175574	NM_065492	Caenorhabditis elegans	G patch domain-containing protein 1 homolog(R07E5.1)
191616	NM_060185	Caenorhabditis elegans	Homeobox protein ceh-5(ceh-5)
172183	NM_001322672	Caenorhabditis elegans	DeHydrogenases, Short chain(dhs-2)
172183	NM_182015	Caenorhabditis elegans	DeHydrogenases, Short chain(dhs-2)
172183	NM_059174	Caenorhabditis elegans	DeHydrogenases, Short chain(dhs-2)
172087	NM_059037	Caenorhabditis elegans	UDP-glucuronosyltransferase(ugt-25)
172086	NM_059036	Caenorhabditis elegans	UDP-GlucuronosylTransferase(ugt-28)
178828	NM_001028585	Caenorhabditis elegans	GLutaRedoXin(glrx-3)
178828	NM_001028586	Caenorhabditis elegans	GLutaRedoXin(glrx-3)
171601	NM_058274	Caenorhabditis elegans	Ras-related protein rab-11.1(rab-11.1)
172085	NM_059034	Caenorhabditis elegans	UDP-glucuronosyltransferase(ugt-26)
172085	NM_001128946	Caenorhabditis elegans	UDP-glucuronosyltransferase(ugt-26)
190551	NM_069641	Caenorhabditis elegans	hypothetical protein(Y69E1A.5)
187467	NM_076993	Caenorhabditis elegans	hypothetical protein(M60.7)
178695	NM_071193	Caenorhabditis elegans	CYtochrome P450 family(cyp-33C2)
178695	NM_001316789	Caenorhabditis elegans	CYtochrome P450 family(cyp-33C2)
171920	NM_058772	Caenorhabditis elegans	P300/CBP Associated Factor homolog(pcaf-1)
178921	NM_072029	Caenorhabditis elegans	hypothetical protein(C35A11.4)
181352	NM_077546	Caenorhabditis elegans	hypothetical protein(T04F8.2)
186511	NM_001027044	Caenorhabditis elegans	Sodium/hydrogen exchanger(nhx-6)
186511	NM_001027043	Caenorhabditis elegans	Sodium/hydrogen exchanger(nhx-6)
179544	NM_073432	Caenorhabditis elegans	Folate transporter 1(folt-1)
186613	NM_071425	Caenorhabditis elegans	ASpartyl Protease(asp-7)
175343	NM_001027722	Caenorhabditis elegans	Protein-tyrosine-phosphatase(Y48G9A.9)
175343	NM_001027721	Caenorhabditis elegans	Protein-tyrosine-phosphatase(Y48G9A.9)
191761	DQ185514	Caenorhabditis elegans	SHaW family of potassium channels(shw-3)
191761	NM_073847	Caenorhabditis elegans	SHaW family of potassium channels(shw-3)
182047	NM_001312928	Caenorhabditis elegans	hypothetical protein(BE0003N10.3)
182047	NM_001312929	Caenorhabditis elegans	hypothetical protein(BE0003N10.3)
171675	NM_058389	Caenorhabditis elegans	G Protein, Alpha subunit(gpa-16)
171675	NM_001306257	Caenorhabditis elegans	G Protein, Alpha subunit(gpa-16)
171675	NM_001306258	Caenorhabditis elegans	G Protein, Alpha subunit(gpa-16)
171675	AY008138	Caenorhabditis elegans	G Protein, Alpha subunit(gpa-16)
172394	AF001271	Caenorhabditis elegans	Transcription factor unc-37(unc-37)
172394	NM_059531	Caenorhabditis elegans	Transcription factor unc-37(unc-37)
182814	NM_065943	Caenorhabditis elegans	UDP-glucuronosyltransferase(C23G10.6)
180447	NM_075784	Caenorhabditis elegans	CHItinase-Like(chil-10)
180444	NM_075777	Caenorhabditis elegans	TBC (Tre-2/Bub2/Cdc16) domain family(tbc-11)
180444	NM_001029458	Caenorhabditis elegans	TBC (Tre-2/Bub2/Cdc16) domain family(tbc-11)
180444	NM_075778	Caenorhabditis elegans	TBC (Tre-2/Bub2/Cdc16) domain family(tbc-11)
175542	NM_065440	Caenorhabditis elegans	hypothetical protein(asd-1)
175542	DQ485531	Caenorhabditis elegans	hypothetical protein(asd-1)
175542	NM_001306717	Caenorhabditis elegans	hypothetical protein(asd-1)
175542	NM_181938	Caenorhabditis elegans	hypothetical protein(asd-1)
171670	NM_001306308	Caenorhabditis elegans	Zinc Finger and Homeobox(zfh-2)
171670	NM_001306307	Caenorhabditis elegans	Zinc Finger and Homeobox(zfh-2)
171670	NM_001306306	Caenorhabditis elegans	Zinc Finger and Homeobox(zfh-2)
171670	NM_001306305	Caenorhabditis elegans	Zinc Finger and Homeobox(zfh-2)
171670	NM_001306309	Caenorhabditis elegans	Zinc Finger and Homeobox(zfh-2)
171670	NM_001306304	Caenorhabditis elegans	Zinc Finger and Homeobox(zfh-2)
260226	NM_171584	Caenorhabditis elegans	ASpartyl Protease(asp-16)
4363081	NM_001047632	Caenorhabditis elegans	Folate-like transporter 3(folt-3)
175649	NM_065616	Caenorhabditis elegans	GIPC (RGS-GAIP Interacting Protein C) homolog(gipc-1)
178832	NR_138492	Caenorhabditis elegans	hypothetical protein(F32D1.3)
178832	NM_001330857	Caenorhabditis elegans	hypothetical protein(F32D1.3)
178832	NM_071799	Caenorhabditis elegans	hypothetical protein(F32D1.3)
180893	NM_076641	Caenorhabditis elegans	Leucine-rich Repeats (LRR) and Calponin Homology (CH) domain homolog(lrch-1)
181573	NM_078052	Caenorhabditis elegans	Transcription factor unc-3(unc-3)
181573	AF052060	Caenorhabditis elegans	Transcription factor unc-3(unc-3)
178631	NM_071008	Caenorhabditis elegans	SyNapTotagmin(snt-5)
178631	NM_001313246	Caenorhabditis elegans	SyNapTotagmin(snt-5)
178631	NM_001313247	Caenorhabditis elegans	SyNapTotagmin(snt-5)
178631	NM_001313245	Caenorhabditis elegans	SyNapTotagmin(snt-5)
171663	NM_001306242	Caenorhabditis elegans	Heterodimeric GTPase Activating Protein subunit(hgap-1)
171663	NM_001306243	Caenorhabditis elegans	Heterodimeric GTPase Activating Protein subunit(hgap-1)
171663	NM_001306240	Caenorhabditis elegans	Heterodimeric GTPase Activating Protein subunit(hgap-1)
171663	NM_001306241	Caenorhabditis elegans	Heterodimeric GTPase Activating Protein subunit(hgap-1)
171663	NM_058371	Caenorhabditis elegans	Heterodimeric GTPase Activating Protein subunit(hgap-1)
180433	NM_075765	Caenorhabditis elegans	ImmunoGlobulin-like Cell adhesion Molecule family(igcm-1)
178634	NM_071012	Caenorhabditis elegans	Facilitated glucose transporter homolog(R09B5.11)
183433	NM_066993	Caenorhabditis elegans	related to yeast Vacuolar Protein Sorting factor(vps-50)
178581	NR_132482	Caenorhabditis elegans	UDP-GlucuronosylTransferase(ugt-29)
178581	NM_070897	Caenorhabditis elegans	UDP-GlucuronosylTransferase(ugt-29)
171765	NM_001306411	Caenorhabditis elegans	ADP-ribosylation factor-like protein 13B(arl-13)
171765	NM_001306412	Caenorhabditis elegans	ADP-ribosylation factor-like protein 13B(arl-13)
171765	NM_001037897	Caenorhabditis elegans	ADP-ribosylation factor-like protein 13B(arl-13)
171765	NM_001037898	Caenorhabditis elegans	ADP-ribosylation factor-like protein 13B(arl-13)
185575	NM_065916	Caenorhabditis elegans	Putative T-box protein 11(tbx-11)
179561	NM_073462	Caenorhabditis elegans	C-type LECtin(clec-223)
179527	DQ523831	Caenorhabditis elegans	Serine/threonine-protein kinase pak-2(pak-2)
179527	NM_073408	Caenorhabditis elegans	Serine/threonine-protein kinase pak-2(pak-2)
179527	NM_073409	Caenorhabditis elegans	Serine/threonine-protein kinase pak-2(pak-2)
185591	NM_001316799	Caenorhabditis elegans	CYtochrome P450 family(cyp-33C6)
185591	NM_001316800	Caenorhabditis elegans	CYtochrome P450 family(cyp-33C6)
191027	NM_058985	Caenorhabditis elegans	hypothetical protein(Y119C1B.3)
189059	NM_059699	Caenorhabditis elegans	Protein-tyrosine-phosphatase(T28F4.3)
3564873	DQ015968	Caenorhabditis elegans	STarGazin (mammalian calcium channel) homolog(stg-1)
3564873	NM_001026805	Caenorhabditis elegans	STarGazin (mammalian calcium channel) homolog(stg-1)
189236	NM_077609	Caenorhabditis elegans	Nicotinamide-nucleotide adenylyltransferase(nmat-1)
179520	NM_073397	Caenorhabditis elegans	related to yeast Vacuolar Protein Sorting factor(vps-36)
191327	NM_059357	Caenorhabditis elegans	Protein-tyrosine-phosphatase(ZK484.7)
188965	NM_059360	Caenorhabditis elegans	Protein-tyrosine-phosphatase(T27A3.5)
172372	NM_059491	Caenorhabditis elegans	hypothetical protein(F57B10.5)
185589	NM_071217	Caenorhabditis elegans	CYtochrome P450 family(cyp-33C7)
178855	NM_071849	Caenorhabditis elegans	Multisubstrate adapter protein soc-1(soc-1)
178855	AF419335	Caenorhabditis elegans	Multisubstrate adapter protein soc-1(soc-1)
181302	NM_077459	Caenorhabditis elegans	AristaLess (Drosophila homeodomain) Related(alr-1)
172039	NM_058960	Caenorhabditis elegans	hypothetical protein(ZK973.11)
173525	NM_061581	Caenorhabditis elegans	Facilitated glucose transporter protein 1(fgt-1)
173525	NM_061580	Caenorhabditis elegans	Facilitated glucose transporter protein 1(fgt-1)
172378	NM_059502	Caenorhabditis elegans	hypothetical protein(D2092.4)
178147	NM_069889	Caenorhabditis elegans	REversed POlarity in early embryos(repo-1)
188034	NM_076479	Caenorhabditis elegans	hypothetical protein(T03G11.6)
191130	NM_066435	Caenorhabditis elegans	hypothetical protein(ZC262.2)
191130	NM_181969	Caenorhabditis elegans	hypothetical protein(ZC262.2)
178556	NM_070770	Caenorhabditis elegans	hypothetical protein(F33E11.3)
180593	NM_076122	Caenorhabditis elegans	Ras and EF-hand domain-containing protein homolog(rsef-1)
171647	NM_170794	Caenorhabditis elegans	E3 ubiquitin-protein ligase(wwp-1)
171647	NM_001306343	Caenorhabditis elegans	E3 ubiquitin-protein ligase(wwp-1)
171647	NM_001306342	Caenorhabditis elegans	E3 ubiquitin-protein ligase(wwp-1)
171647	NM_171831	Caenorhabditis elegans	E3 ubiquitin-protein ligase(wwp-1)
171645	NM_058347	Caenorhabditis elegans	PSF (yeast Partner of Sld Five) conserved replication factor, GINS complex(psf-3)
178284	NM_001129313	Caenorhabditis elegans	hypothetical protein(unc-26)
178284	NM_001136390	Caenorhabditis elegans	hypothetical protein(unc-26)
178284	AF283322	Caenorhabditis elegans	hypothetical protein(unc-26)
178284	AF283323	Caenorhabditis elegans	hypothetical protein(unc-26)
178284	AF283324	Caenorhabditis elegans	hypothetical protein(unc-26)
178284	NM_001028095	Caenorhabditis elegans	hypothetical protein(unc-26)
178284	NM_001028094	Caenorhabditis elegans	hypothetical protein(unc-26)
178750	NM_071424	Caenorhabditis elegans	ASpartyl Protease(asp-8)
178752	NM_071445	Caenorhabditis elegans	CYtochrome P450 family(cyp-33C9)
191239	NM_062658	Caenorhabditis elegans	Putative T-box protein 35(tbx-35)
181313	NM_077476	Caenorhabditis elegans	hypothetical protein(C34F6.10)
178135	NM_001307046	Caenorhabditis elegans	Twitchin(unc-22)
178135	NM_001307045	Caenorhabditis elegans	Twitchin(unc-22)
178135	NM_001268674	Caenorhabditis elegans	Twitchin(unc-22)
178135	NM_001268675	Caenorhabditis elegans	Twitchin(unc-22)
178135	NM_001268673	Caenorhabditis elegans	Twitchin(unc-22)
178135	NM_001268672	Caenorhabditis elegans	Twitchin(unc-22)
178135	NM_001129363	Caenorhabditis elegans	Twitchin(unc-22)
178135	NM_069873	Caenorhabditis elegans	Twitchin(unc-22)
178135	NM_069872	Caenorhabditis elegans	Twitchin(unc-22)
178134	NM_069871	Caenorhabditis elegans	hypothetical protein(ZK829.9)
173537	NM_061631	Caenorhabditis elegans	DUX (vertebrate dual homeobox) Like(duxl-1)
184470	NM_063371	Caenorhabditis elegans	hypothetical protein(F14E5.1)
176735	NM_067319	Caenorhabditis elegans	hypothetical protein(Y39E4B.5)
178745	NM_071379	Caenorhabditis elegans	Folate-like transporter 2(folt-2)
176739	NM_001268262	Caenorhabditis elegans	Anoctamin(anoh-1)
176739	NM_001268261	Caenorhabditis elegans	Anoctamin(anoh-1)
177890	NM_069452	Caenorhabditis elegans	Tetraspanin(tsp-12)
177608	NM_068959	Caenorhabditis elegans	SynaptoPHysin(sph-1)
174876	NM_064223	Caenorhabditis elegans	MARCH (Membrane-Associated Ring finger (C3HC4)) homolog(marc-5)
178880	NM_071908	Caenorhabditis elegans	UDP-GlucuronosylTransferase(ugt-12)
177750	NM_069219	Caenorhabditis elegans	Heavy chain, Unconventional Myosin(hum-9)
180910	NM_076660	Caenorhabditis elegans	hypothetical protein(C03B1.13)
178883	NM_071911	Caenorhabditis elegans	UDP-GlucuronosylTransferase(ugt-9)
178883	NM_001129547	Caenorhabditis elegans	UDP-GlucuronosylTransferase(ugt-9)
178882	NM_071910	Caenorhabditis elegans	UDP-GlucuronosylTransferase(ugt-11)
184292	NM_072409	Caenorhabditis elegans	UDP-GlucuronosylTransferase(ugt-40)
184293	NM_072410	Caenorhabditis elegans	UDP-GlucuronosylTransferase(ugt-37)
175789	NM_065823	Caenorhabditis elegans	ABl Interactor homolog(abi-1)
175889	NM_171160	Caenorhabditis elegans	hypothetical protein(C18F10.7)
175889	NM_065973	Caenorhabditis elegans	hypothetical protein(C18F10.7)
174501	NM_063624	Caenorhabditis elegans	hypothetical protein(R09D1.12)
174507	NM_063658	Caenorhabditis elegans	Putative UDP-glucuronosyltransferase ugt-58(ugt-58)
174505	NM_063654	Caenorhabditis elegans	Zinc Finger Protein(zfp-2)
184052	NM_001268559	Caenorhabditis elegans	UDP-GlucuronosylTransferase(ugt-43)
184052	NM_001268558	Caenorhabditis elegans	UDP-GlucuronosylTransferase(ugt-43)
182286	NM_068901	Caenorhabditis elegans	MVB (yeast MultiVesicular Body sorting factor) related(mvb-12)
184284	NM_063307	Caenorhabditis elegans	Protein AAR2 homolog(F10B5.2)
180917	NM_076681	Caenorhabditis elegans	ASpartyl Protease(asp-14)
183813	NM_059804	Caenorhabditis elegans	Downstream Of DAF-16 (regulated by DAF-16)(dod-18)
190065	NM_070902	Caenorhabditis elegans	CYtochrome P450 family(cyp-33C11)
174785	NM_064087	Caenorhabditis elegans	hypothetical protein(rad-23)
187546	NM_077775	Caenorhabditis elegans	hypothetical protein(R03G8.4)
180003	NM_074294	Caenorhabditis elegans	Oxysterol Binding protein (OSBP) Related(obr-2)
180003	NM_001129445	Caenorhabditis elegans	Oxysterol Binding protein (OSBP) Related(obr-2)
180003	NM_001269713	Caenorhabditis elegans	Oxysterol Binding protein (OSBP) Related(obr-2)
176610	NM_001129204	Caenorhabditis elegans	hypothetical protein(C24H11.5)
176610	NM_067123	Caenorhabditis elegans	hypothetical protein(C24H11.5)
177860	NM_001306932	Caenorhabditis elegans	MAGUK family(magu-4)
177860	NM_069404	Caenorhabditis elegans	MAGUK family(magu-4)
177865	NM_069409	Caenorhabditis elegans	GIPC (RGS-GAIP Interacting Protein C) homolog(gipc-2)
177380	NM_068530	Caenorhabditis elegans	UDP-glucuronosyltransferase(ugt-24)
174758	NM_064054	Caenorhabditis elegans	hypothetical protein(B0334.3)
174758	NM_064053	Caenorhabditis elegans	hypothetical protein(B0334.3)
184043	NM_062611	Caenorhabditis elegans	Cytosolic carboxypeptidase 6(ccpp-6)
183602	NM_069079	Caenorhabditis elegans	CYtochrome P450 family(cyp-33E1)
184295	NM_072417	Caenorhabditis elegans	UDP-GlucuronosylTransferase(ugt-41)
260184	NR_131371	Caenorhabditis elegans	hypothetical protein(Y71F9B.6)
260184	NR_131372	Caenorhabditis elegans	hypothetical protein(Y71F9B.6)
260184	NM_001306439	Caenorhabditis elegans	hypothetical protein(Y71F9B.6)
260184	NM_001306442	Caenorhabditis elegans	hypothetical protein(Y71F9B.6)
260184	NM_001306441	Caenorhabditis elegans	hypothetical protein(Y71F9B.6)
260184	NM_058630	Caenorhabditis elegans	hypothetical protein(Y71F9B.6)
260184	NM_001306440	Caenorhabditis elegans	hypothetical protein(Y71F9B.6)
184294	NM_072411	Caenorhabditis elegans	UDP-GlucuronosylTransferase(ugt-38)
176764	NM_001027419	Caenorhabditis elegans	MYOsin heavy chain structural genes(myo-6)
176764	NM_001027420	Caenorhabditis elegans	MYOsin heavy chain structural genes(myo-6)
190421	NM_068348	Caenorhabditis elegans	Putative T-box protein 30/42(tbx-42)
177877	NM_069436	Caenorhabditis elegans	SPerm CHromatin enriched(spch-1)
180022	NM_074332	Caenorhabditis elegans	AIP1 (Actin Interacting Protein 1) Like(aipl-1)
191171	NM_073809	Caenorhabditis elegans	UDP-glucuronosyltransferase(ugt-16)
191174	NM_073802	Caenorhabditis elegans	UDP-GlucuronosylTransferase(ugt-3)
174536	NM_182134	Caenorhabditis elegans	Potassium voltage-gated channel protein shk-1(shk-1)
174536	NM_001267297	Caenorhabditis elegans	Potassium voltage-gated channel protein shk-1(shk-1)
174536	NM_063703	Caenorhabditis elegans	Potassium voltage-gated channel protein shk-1(shk-1)
174536	NM_001047364	Caenorhabditis elegans	Potassium voltage-gated channel protein shk-1(shk-1)
174536	NM_001027345	Caenorhabditis elegans	Potassium voltage-gated channel protein shk-1(shk-1)
174536	NM_182135	Caenorhabditis elegans	Potassium voltage-gated channel protein shk-1(shk-1)
174536	NM_182136	Caenorhabditis elegans	Potassium voltage-gated channel protein shk-1(shk-1)
174631	AF058329	Caenorhabditis elegans	mammalian cell Death Associated Protein related(dap-3)
174631	NM_063879	Caenorhabditis elegans	mammalian cell Death Associated Protein related(dap-3)
172097	NM_059053	Caenorhabditis elegans	hypothetical protein(F54D7.2)
178704	NM_071211	Caenorhabditis elegans	CYtochrome P450 family(cyp-33C4)
178706	NM_001313177	Caenorhabditis elegans	CYtochrome P450 family(cyp-33C5)
178706	NM_071215	Caenorhabditis elegans	CYtochrome P450 family(cyp-33C5)
176678	NM_067239	Caenorhabditis elegans	hypothetical protein(Y111B2A.10)
176678	NM_067240	Caenorhabditis elegans	hypothetical protein(Y111B2A.10)
176673	NM_067224	Caenorhabditis elegans	SCAVenger receptor (CD36 family) related(scav-3)
177317	NM_068389	Caenorhabditis elegans	hypothetical protein(F41H10.4)
184373	NM_062642	Caenorhabditis elegans	CALmodulin related genes(cal-8)
3565571	NM_071214	Caenorhabditis elegans	CYtochrome P450 family(cyp-33C3)
177642	NM_069031	Caenorhabditis elegans	hypothetical protein(M116.5)
180812	NM_076518	Caenorhabditis elegans	SCAVenger receptor (CD36 family) related(scav-1)
176787	NM_067401	Caenorhabditis elegans	SCAVenger receptor (CD36 family) related(scav-2)
191295	NM_068374	Caenorhabditis elegans	Protein-tyrosine-phosphatase(ZK354.8)
189599	NM_070274	Caenorhabditis elegans	hypothetical protein(Y37A1A.3)
187449	NM_067533	Caenorhabditis elegans	Protein-tyrosine-phosphatase(M04G7.2)
187449	NM_001307408	Caenorhabditis elegans	Protein-tyrosine-phosphatase(M04G7.2)
176884	NM_067549	Caenorhabditis elegans	hypothetical protein(F56A11.6)
176987	NM_171277	Caenorhabditis elegans	SyNapsiN(snn-1)
176987	NM_171276	Caenorhabditis elegans	SyNapsiN(snn-1)
176987	AF192746	Caenorhabditis elegans	SyNapsiN(snn-1)
177443	NM_068640	Caenorhabditis elegans	Protein-tyrosine-phosphatase(C17H12.3)
181767	NM_171817	Caenorhabditis elegans	hypothetical protein(F10D7.5)
181767	NM_078418	Caenorhabditis elegans	hypothetical protein(F10D7.5)
181767	NM_078416	Caenorhabditis elegans	hypothetical protein(F10D7.5)
181767	NM_078417	Caenorhabditis elegans	hypothetical protein(F10D7.5)
191093	NM_072842	Caenorhabditis elegans	hypothetical protein(ZC178.2)
183631	NM_067645	Caenorhabditis elegans	ETS class transcription factor(ets-8)
177139	NM_068009	Caenorhabditis elegans	UDP-GlucuronosylTransferase(ugt-45)
177139	NM_001307366	Caenorhabditis elegans	UDP-GlucuronosylTransferase(ugt-45)
177138	NM_068008	Caenorhabditis elegans	E3 ubiquitin-protein ligase siah-1(siah-1)
176195	NM_066467	Caenorhabditis elegans	Heat Shock Protein(hsp-110)
181244	NM_001270172	Caenorhabditis elegans	Protein Kinase N (PKN) homolog(pkn-1)
181244	NM_001270173	Caenorhabditis elegans	Protein Kinase N (PKN) homolog(pkn-1)
177822	NM_001268501	Caenorhabditis elegans	Cation-transporting ATPase(catp-6)
177822	NM_001268502	Caenorhabditis elegans	Cation-transporting ATPase(catp-6)
177822	NM_001268503	Caenorhabditis elegans	Cation-transporting ATPase(catp-6)
180250	NM_171583	Caenorhabditis elegans	ASpartyl Protease(asp-17)
177232	NM_068210	Caenorhabditis elegans	JuMonJi (transcription factor) Domain protein(jmjd-1.2)
177232	NM_001307452	Caenorhabditis elegans	JuMonJi (transcription factor) Domain protein(jmjd-1.2)
177232	NM_068209	Caenorhabditis elegans	JuMonJi (transcription factor) Domain protein(jmjd-1.2)
266830	NM_059136	Caenorhabditis elegans	HoloCentric chromosome binding Protein(hcp-6)
266830	NM_059137	Caenorhabditis elegans	HoloCentric chromosome binding Protein(hcp-6)
180708	NM_076342	Caenorhabditis elegans	Serine/threonine-protein kinase cst-1 37kDa subunit(cst-1)
180708	NM_001029404	Caenorhabditis elegans	Serine/threonine-protein kinase cst-1 37kDa subunit(cst-1)
180708	AF271359	Caenorhabditis elegans	Serine/threonine-protein kinase cst-1 37kDa subunit(cst-1)
180707	NM_001047754	Caenorhabditis elegans	Caenorhabditis STE20-like kinase(cst-2)
181656	NM_078179	Caenorhabditis elegans	hypothetical protein(F59D12.1)
177142	NM_068019	Caenorhabditis elegans	BRag/Iqsec/Schizo related Arf GEF family member(bris-1)
177142	NM_001307360	Caenorhabditis elegans	BRag/Iqsec/Schizo related Arf GEF family member(bris-1)
177142	NM_001307361	Caenorhabditis elegans	BRag/Iqsec/Schizo related Arf GEF family member(bris-1)
177142	NM_001307359	Caenorhabditis elegans	BRag/Iqsec/Schizo related Arf GEF family member(bris-1)
