Gene stable ID	UniParc ID
ENSG00000137090	UPI0002466C4D
ENSG00000116205	UPI0000073C98
ENSG00000100433	UPI000013F2AD
ENSG00000091542	UPI00024CB88B
ENSG00000096171	UPI0000E5AD1B
ENSG00000103363	UPI000013D290
ENSG00000063177	UPI00020CDF60
ENSG00000100433	UPI000002A697
ENSG00000103363	UPI00025A301E
ENSG00000140564	UPI0000000CC7
ENSG00000100433	UPI0003F47B06
ENSG00000063177	UPI00020CDF61
ENSG00000103363	UPI000015D74A
ENSG00000063177	UPI000040C2D7
ENSG00000140564	UPI00022F8770
ENSG00000063177	UPI00020CDF62
ENSG00000140564	UPI00022F8771
ENSG00000091542	UPI0000200AE2
ENSG00000116205	UPI0000073C98
ENSG00000140564	UPI00022F8772
ENSG00000116205	UPI0000470BE0
ENSG00000116205	UPI000013D8C6
ENSG00000160961	UPI000040CDE7
ENSG00000095752	UPI000000D8E5
ENSG00000140564	UPI0000000CC7
ENSG00000140564	UPI0000000CC7
ENSG00000153113	UPI0000DA4C57
ENSG00000153113	UPI0001F785B7
ENSG00000153113	UPI0000DA4C59
ENSG00000175779	UPI000007303A
ENSG00000096171	UPI0000E5AD1A
ENSG00000140564	UPI000011F7A7
ENSG00000095752	UPI00017A7BCD
ENSG00000095752	UPI000000D8E5
ENSG00000095752	UPI0002840CE9
ENSG00000153113	UPI0001F785B8
ENSG00000153113	UPI0000DA4C5B
ENSG00000171873	UPI000003B078
ENSG00000171643	UPI00001400D0
ENSG00000278606	UPI0000E4463F
ENSG00000153113	UPI0001D3B520
ENSG00000176371	UPI000204A963
ENSG00000153113	UPI0001D3B521
ENSG00000171643	UPI00001400D0
ENSG00000129084	UPI0000000DEF
ENSG00000278606	UPI0000070E99
ENSG00000114098	UPI000007471D
ENSG00000171643	UPI00001400D0
ENSG00000278606	UPI0004620D32
ENSG00000153113	UPI0001D3B522
ENSG00000153113	UPI0001D3B523
ENSG00000114098	UPI0000F6E6C2
ENSG00000153113	UPI00003D2EAB
ENSG00000160961	UPI00002035B8
ENSG00000197410	UPI0005D02078
ENSG00000153113	UPI0000167BB1
ENSG00000160961	UPI0000D4E417
ENSG00000167595	UPI000204A8A2
ENSG00000160961	UPI000013C35C
ENSG00000114098	UPI0000D9A41E
ENSG00000114098	UPI0000E5A9B8
ENSG00000160961	UPI0002A4746C
ENSG00000114098	UPI0001B7960A
ENSG00000278606	UPI0004E4C91F
ENSG00000153113	UPI0001D3B524
ENSG00000153113	UPI0000160E6D
ENSG00000153113	UPI0001D3B525
ENSG00000114098	UPI0000073B94
ENSG00000153113	UPI0001D3B526
ENSG00000114098	UPI0000169EB2
ENSG00000112992	UPI000013D54F
ENSG00000277181	UPI000012DB25
ENSG00000129968	UPI000004CC5E
ENSG00000114098	UPI0001914C1E
ENSG00000277181	UPI000013D888
ENSG00000274402	UPI000012DB1C
ENSG00000112992	UPI000013D54F
ENSG00000129968	UPI000013CCD5
ENSG00000114098	UPI0000EE2169
ENSG00000153113	UPI0000DA4C5C
ENSG00000054983	UPI00001FD982
ENSG00000112992	UPI0001D3B294
ENSG00000153113	UPI0001914EAD
ENSG00000114098	UPI0000073B94
ENSG00000153113	UPI0001D3B527
ENSG00000054983	UPI00019B21FD
ENSG00000112992	UPI0001D3B295
ENSG00000114098	UPI00006E0467
ENSG00000114098	UPI0001B7960B
ENSG00000112992	UPI0001D3B296
ENSG00000054983	UPI00004DD150
ENSG00000114098	UPI0001B7960C
ENSG00000129084	UPI0000D4CE8E
ENSG00000129968	UPI0002840AF1
ENSG00000114098	UPI0003F47F81
ENSG00000112992	UPI0001D3B297
ENSG00000129968	UPI0002840AF2
ENSG00000197410	UPI00002372F1
ENSG00000114098	UPI000204A802
ENSG00000105409	UPI0000E5A1FE
ENSG00000114098	UPI000204A803
ENSG00000124610	UPI0000001BD8
ENSG00000176371	UPI000021D4BC
ENSG00000134352	UPI000013CF29
ENSG00000176371	UPI000204A964
ENSG00000176371	UPI000021D4BC
ENSG00000105376	UPI000013C7E4
ENSG00000176371	UPI000204A965
ENSG00000125835	UPI000002B2D7
ENSG00000153113	UPI0001D3B528
ENSG00000134352	UPI0005D02B95
ENSG00000176371	UPI0000141B21
ENSG00000105376	UPI0003F47CD6
ENSG00000176371	UPI000019889C
ENSG00000114098	UPI000204A804
ENSG00000176371	UPI000204A968
ENSG00000125835	UPI00001351FF
ENSG00000105409	UPI000013E791
ENSG00000167595	UPI000067CA4C
ENSG00000238205	UPI0001A5E8F0
ENSG00000125835	UPI0000072717
ENSG00000114098	UPI0001D55374
ENSG00000153113	UPI0001D3B529
ENSG00000176371	UPI000035DB5E
ENSG00000105409	UPI000013E791
ENSG00000153113	UPI0001D3B52A
ENSG00000167468	UPI00001AAC3F
ENSG00000155189	UPI000003B4CB
ENSG00000256566	UPI0000E063B0
ENSG00000167595	UPI000204A8A3
ENSG00000176371	UPI000019AD11
ENSG00000167468	UPI0002A47455
ENSG00000167468	UPI0002A47455
ENSG00000167468	UPI0002A47455
ENSG00000167468	UPI0001642872
ENSG00000167595	UPI000013FC7A
ENSG00000167468	UPI0005C122A8
ENSG00000129084	UPI000002B1AC
ENSG00000155189	UPI0001E8F1B8
ENSG00000152926	UPI000049E07A
ENSG00000155189	UPI0001E8F1BA
ENSG00000134352	UPI0001D3B26E
ENSG00000167595	UPI000013E6D8
ENSG00000134352	UPI000013CF29
ENSG00000155189	UPI0001E8F1B9
ENSG00000167468	UPI0005C1232D
ENSG00000167468	UPI0005C1232D
ENSG00000105409	UPI0001962993
ENSG00000167595	UPI000013FC93
ENSG00000167468	UPI00053BD5D3
ENSG00000153113	UPI0001D3B52B
ENSG00000167595	UPI0002A47680
ENSG00000167468	UPI0004620E57
ENSG00000165525	UPI0000246D16
ENSG00000153113	UPI0001D3B52C
ENSG00000152926	UPI000049E07A
ENSG00000167468	UPI0002840A30
ENSG00000277564	UPI000013F818
ENSG00000167595	UPI000204A8A5
ENSG00000152926	UPI0001AE703E
ENSG00000153113	UPI0001D3B52D
ENSG00000164053	UPI000198CB1C
ENSG00000176371	UPI000204A969
ENSG00000167595	UPI000204A8A6
ENSG00000213462	UPI000023FEAF
ENSG00000139890	UPI00000716C5
ENSG00000129084	UPI000204AD62
ENSG00000167595	UPI0002A4771B
ENSG00000164053	UPI000198CB1D
ENSG00000153113	UPI0001AE73C0
ENSG00000176371	UPI000204A96A
ENSG00000167468	UPI0002840A31
ENSG00000167595	UPI00038BAF66
ENSG00000139890	UPI0001914DD0
ENSG00000105409	UPI0001914BDE
ENSG00000129084	UPI000011EBE6
ENSG00000176371	UPI000021D4BC
ENSG00000167595	UPI000D194DA6
ENSG00000176371	UPI000204A96B
ENSG00000153113	UPI000066D9FB
ENSG00000165219	UPI00001D76F1
ENSG00000167468	UPI0004E4CBB1
ENSG00000135372	UPI000013CF8E
ENSG00000165219	UPI0000DA6BF3
ENSG00000167468	UPI000179AC9C
ENSG00000153113	UPI000016A219
ENSG00000054983	UPI0001F5506D
ENSG00000256206	UPI00017A6C6E
ENSG00000134352	UPI00004CA0C8
ENSG00000153113	UPI000013DD1F
ENSG00000165219	UPI0001B79156
ENSG00000153113	UPI0000167BB1
ENSG00000054983	UPI00021CF32D
ENSG00000054983	UPI00021CF32E
ENSG00000165219	UPI000165C132
ENSG00000225291	UPI0000041CEC
ENSG00000006071	UPI0007DC57EA
ENSG00000278243	UPI0001F786D2
ENSG00000165219	UPI0001B7915B
ENSG00000165219	UPI00002117F1
ENSG00000107021	UPI000013E816
ENSG00000165219	UPI0000E220AA
ENSG00000165219	UPI000155D6B0
ENSG00000135372	UPI0001AE6B62
ENSG00000054983	UPI0004620CE7
ENSG00000165219	UPI000155D6B1
ENSG00000105409	UPI00020651B0
ENSG00000089335	UPI0001D3B4F7
ENSG00000089335	UPI0003B92808
ENSG00000135372	UPI0003F483A8
ENSG00000088876	UPI000013DB8F
ENSG00000054983	UPI00021CF32F
ENSG00000136155	UPI000013FB90
ENSG00000135372	UPI0000228C9C
ENSG00000134352	UPI00004CA0C7
ENSG00000054983	UPI00021CF330
ENSG00000134352	UPI00004CA0CA
ENSG00000088876	UPI00004709DD
ENSG00000107021	UPI000013C83D
ENSG00000275486	UPI0000452206
ENSG00000088876	UPI000006DC0C
ENSG00000136155	UPI000013CFF1
ENSG00000105409	UPI0004F236C8
ENSG00000088876	UPI00004709DC
ENSG00000134352	UPI00001619E0
ENSG00000145708	UPI0000001053
ENSG00000105409	UPI0000055EF8
ENSG00000145708	UPI0001892247
ENSG00000277564	UPI0000F54B2B
ENSG00000088876	UPI00002068B7
ENSG00000019505	UPI000003AC01
ENSG00000088876	UPI000006DC0C
ENSG00000285505	UPI000D197841
ENSG00000136155	UPI0001A58060
ENSG00000135372	UPI0004E4CC22
ENSG00000270379	UPI000013F215
ENSG00000165219	UPI000165C132
ENSG00000165525	UPI0003F47F5F
ENSG00000088876	UPI00000702B0
ENSG00000089335	UPI00017A7492
ENSG00000270379	UPI00017A80F5
ENSG00000089335	UPI0000001668
ENSG00000089335	UPI0001D3B4F9
ENSG00000157954	UPI0000073E34
ENSG00000270379	UPI00024D15CD
ENSG00000131355	UPI0002065150
ENSG00000165219	UPI0001D40818
ENSG00000089335	UPI0000001668
ENSG00000019505	UPI0001F787E4
ENSG00000134352	UPI00001619E0
ENSG00000241149	UPI00097BA7A3
ENSG00000089335	UPI0000001668
ENSG00000019505	UPI0001F787E5
ENSG00000131355	UPI0002A474A0
ENSG00000157954	UPI0000071F0D
ENSG00000089335	UPI00017A7492
ENSG00000134352	UPI000013CF29
ENSG00000134352	UPI00004CA0C5
ENSG00000270379	UPI000192C26A
ENSG00000270379	UPI00017A8069
ENSG00000270379	UPI0002841018
ENSG00000157954	UPI00005B2EFF
ENSG00000165525	UPI00021CF2B2
ENSG00000165525	UPI00001FD4BC
ENSG00000162924	UPI000013367B
ENSG00000089335	UPI0001AE63B5
ENSG00000089335	UPI00003D067F
ENSG00000162924	UPI0000DA58CD
ENSG00000278729	UPI00005056C2
ENSG00000162924	UPI000D196636
ENSG00000271447	UPI000284100D
ENSG00000131355	UPI0000456C29
ENSG00000131355	UPI0002A474AE
ENSG00000131355	UPI0000456C2A
ENSG00000089335	UPI0003E75D5B
ENSG00000122952	UPI000013CB09
ENSG00000276084	UPI00005056C2
ENSG00000169946	UPI000057A0B4
ENSG00000089335	UPI0005D0E93D
ENSG00000157954	UPI00005B2F00
ENSG00000176635	UPI000006EB31
ENSG00000185753	UPI000006DAC8
ENSG00000176635	UPI0001610F36
ENSG00000104228	UPI00001649FB
ENSG00000176635	UPI000006EB31
ENSG00000157954	UPI00001D8A60
ENSG00000277564	UPI00000727F9
ENSG00000277564	UPI000013F7E7
ENSG00000104228	UPI0001E8EF65
ENSG00000185808	UPI000000086B
ENSG00000164512	UPI00004572EF
ENSG00000122952	UPI000059D152
ENSG00000277564	UPI0000DC4205
ENSG00000167978	UPI000049DDFC
ENSG00000277564	UPI000161109C
ENSG00000104228	UPI0001891DEA
ENSG00000185808	UPI00000731A7
ENSG00000185753	UPI000007293E
ENSG00000167978	UPI00025A2E19
ENSG00000164512	UPI0001D3B286
ENSG00000277564	UPI0005C12219
ENSG00000169946	UPI0001E8F5B7
ENSG00000185753	UPI000006DAC8
ENSG00000169946	UPI0001E8F5D5
ENSG00000122952	UPI0000445E0D
ENSG00000164512	UPI00005C40B5
ENSG00000185808	UPI000000086B
ENSG00000278243	UPI000012A5A5
ENSG00000185808	UPI000000086B
ENSG00000122952	UPI0000445E0C
ENSG00000213760	UPI00004A3B5C
ENSG00000277564	UPI00003765BB
ENSG00000164512	UPI0001D3B287
ENSG00000167978	UPI00025A2E1A
ENSG00000277564	UPI000242C16B
ENSG00000185808	UPI000002A84E
ENSG00000169946	UPI0001E8F5B7
ENSG00000143869	UPI0000208B29
ENSG00000277564	UPI000333514D
ENSG00000277564	UPI0005C121DA
ENSG00000185808	UPI0000E5A3BD
ENSG00000172301	UPI0000070409
ENSG00000071626	UPI000016195F
ENSG00000122952	UPI000013CB09
ENSG00000271447	UPI00004A2461
ENSG00000277564	UPI000161109E
ENSG00000172301	UPI000040B3FE
ENSG00000172301	UPI000268B0A0
ENSG00000271447	UPI000003772F
ENSG00000172301	UPI000268B0A1
ENSG00000172301	UPI000268B0A2
ENSG00000071626	UPI00000728D6
ENSG00000213760	UPI000000DD4A
ENSG00000271447	UPI0000049A89
ENSG00000150051	UPI0000161911
ENSG00000271447	UPI0004620C25
ENSG00000071626	UPI0000202F12
ENSG00000213760	UPI000016001F
ENSG00000231852	UPI0000073F52
ENSG00000213760	UPI0001B79370
ENSG00000164037	UPI000020B285
ENSG00000150051	UPI000040457B
ENSG00000271447	UPI0000071063
ENSG00000278243	UPI000012A5A5
ENSG00000150051	UPI00022F884A
ENSG00000278243	UPI0001F786D3
ENSG00000277833	UPI00001195F7
ENSG00000034677	UPI000013D5E6
ENSG00000277833	UPI0000376068
ENSG00000071626	UPI0000D4D1A8
ENSG00000150051	UPI0000161911
ENSG00000071626	UPI0004620D73
ENSG00000204511	UPI00004192D0
ENSG00000034677	UPI000013D5E6
ENSG00000080503	UPI00001AE8EA
ENSG00000275351	
ENSG00000278243	UPI000645470A
ENSG00000278243	UPI0001F786D5
ENSG00000198798	UPI000013E79F
ENSG00000080503	UPI0003E75D57
ENSG00000278243	UPI0003F47AD0
ENSG00000198798	UPI000013E79F
ENSG00000278243	UPI00053BD5C0
ENSG00000080503	UPI000719A0ED
ENSG00000164037	UPI0001D14767
ENSG00000112333	UPI0000130478
ENSG00000034677	UPI0001E8F424
ENSG00000164037	UPI0001D3B692
ENSG00000034677	UPI0001E8F426
ENSG00000034677	UPI0001E8F425
ENSG00000112333	UPI000035E82D
ENSG00000101160	UPI000000D9CC
ENSG00000034677	UPI0000F35437
ENSG00000187742	UPI00001AEA0A
ENSG00000034677	UPI0000F35436
ENSG00000034677	UPI0003F48219
ENSG00000099721	UPI000012596E
ENSG00000112333	UPI0003F483AD
ENSG00000099721	UPI0000418C82
ENSG00000164037	UPI000020B281
ENSG00000187742	UPI0000037D5D
ENSG00000099721	UPI000012596E
ENSG00000214107	UPI000012F053
ENSG00000164037	UPI0001D3B693
ENSG00000163378	UPI00004982AF
ENSG00000214107	UPI000012F053
ENSG00000187742	UPI00004A3B4E
ENSG00000163378	UPI00002132FF
ENSG00000164037	UPI0001D3B694
ENSG00000164037	UPI0001D14767
ENSG00000214107	UPI000012F053
ENSG00000164037	UPI0001D3B695
ENSG00000122025	UPI00001FC90B
ENSG00000187742	UPI000051915E
ENSG00000164037	UPI0003F47E8C
ENSG00000120289	UPI000012F055
ENSG00000178445	UPI0000684276
ENSG00000145354	UPI000D190C64
ENSG00000164053	UPI000006FEF2
ENSG00000119866	UPI00005BD9FE
ENSG00000122025	UPI0000D4A161
ENSG00000178445	UPI00097BA58D
ENSG00000178445	UPI0000424FE8
ENSG00000187742	UPI0000E0BDAE
ENSG00000137876	UPI0000073C55
ENSG00000144909	UPI0000130E9C
ENSG00000137876	UPI0002467393
ENSG00000137876	UPI0002467394
ENSG00000163378	UPI000198CB2D
ENSG00000196570	UPI000019788D
ENSG00000163825	UPI000005033A
ENSG00000145354	UPI0000071BCA
ENSG00000163378	UPI000198CB2E
ENSG00000162366	UPI000004EC8A
ENSG00000145354	UPI00025A2BEE
ENSG00000145354	UPI000D195463
ENSG00000089558	UPI000012DCA8
ENSG00000230780	UPI000000DCA8
ENSG00000163378	UPI0003F480AD
ENSG00000164053	UPI0000070A6A
ENSG00000230780	UPI000000DCA8
ENSG00000145354	UPI0001D3B690
ENSG00000162366	UPI000004EC8A
ENSG00000230780	UPI000000DCA8
ENSG00000204498	UPI000020E56B
ENSG00000089558	UPI000012DCA8
ENSG00000167978	UPI00025A2E1C
ENSG00000163378	UPI00004982AF
ENSG00000163378	UPI00002132FF
ENSG00000167978	UPI0000D4808D
ENSG00000231852	UPI0001B793B6
ENSG00000233046	UPI000004186B
ENSG00000163378	UPI0000070010
ENSG00000167978	UPI00025A2E1D
ENSG00000233046	UPI000004186B
ENSG00000233046	UPI000004186B
ENSG00000278174	UPI000006D238
ENSG00000167978	UPI0004620C45
ENSG00000164053	UPI000198CB1B
ENSG00000251394	UPI0000140B6B
ENSG00000251394	UPI0000140B6B
ENSG00000164053	UPI000013E785
ENSG00000213020	UPI0002A474E6
ENSG00000198937	UPI000015D1A3
ENSG00000235966	UPI0000041E00
ENSG00000164053	UPI0000376A9E
ENSG00000119866	UPI0000044730
ENSG00000224234	UPI0000041C01
ENSG00000164053	UPI00097BA71A
ENSG00000224234	UPI0001AE722D
ENSG00000278174	UPI000040AE6A
ENSG00000080503	UPI0007E52BC7
ENSG00000164053	UPI000206595F
ENSG00000169297	UPI0000128ED4
ENSG00000213020	UPI00003E287C
ENSG00000104450	UPI00002103B9
ENSG00000119866	UPI0000167B96
ENSG00000278174	UPI00025A2E99
ENSG00000104450	UPI00002103B9
ENSG00000119866	UPI0004E52640
ENSG00000213020	UPI00001406C1
ENSG00000169297	UPI000059DAE4
ENSG00000278174	UPI00025A2E9A
ENSG00000213689	UPI0000E5A61E
ENSG00000278174	UPI0000D62355
ENSG00000089693	UPI000012F1FA
ENSG00000140563	UPI000206569F
ENSG00000278174	UPI00025A2E9B
ENSG00000119866	UPI000D18DE0B
ENSG00000064218	UPI0000073634
ENSG00000213689	UPI000007301C
ENSG00000101162	UPI0000071B14
ENSG00000278174	UPI00028411CA
ENSG00000213020	UPI00003E287C
ENSG00000064218	UPI000045881D
ENSG00000213689	UPI000006EBDE
ENSG00000213020	UPI0002A476A9
ENSG00000188786	UPI000006E9B3
ENSG00000204498	UPI0000071DDF
ENSG00000213689	UPI0000E5A61E
ENSG00000213020	UPI0002A47600
ENSG00000167978	UPI00025A2E1E
ENSG00000120669	UPI000006D052
ENSG00000213020	UPI0001EEB905
ENSG00000213689	UPI0000E5A61E
ENSG00000213020	UPI0002A47664
ENSG00000213689	UPI0000E5A61E
ENSG00000213020	UPI0002A474E6
ENSG00000178445	UPI000057A210
ENSG00000204498	UPI0000470295
ENSG00000120669	UPI000007072A
ENSG00000213020	UPI0002A474E6
ENSG00000213020	UPI00097BA736
ENSG00000178445	UPI00097BA717
ENSG00000204498	UPI0000470294
ENSG00000140563	UPI0001CE935E
ENSG00000213020	UPI0002A47177
ENSG00000089693	UPI000012F1FA
ENSG00000104450	UPI000016783D
ENSG00000089693	UPI000012F1FA
ENSG00000145990	UPI0000071561
ENSG00000080503	UPI00001AE8EB
ENSG00000213020	UPI00001406C1
ENSG00000089693	UPI0003F4830F
ENSG00000231852	UPI0001B793B7
ENSG00000080503	UPI0007E52A49
ENSG00000145990	UPI0000072450
ENSG00000080503	UPI0007E52BC7
ENSG00000124172	UPI000013CB4F
ENSG00000178445	UPI00097BA68E
ENSG00000089693	UPI000204A9F5
ENSG00000104450	UPI000016783D
ENSG00000213020	UPI00001406C1
ENSG00000080503	UPI00080A7E56
ENSG00000119866	UPI0006454717
ENSG00000213020	UPI00001406C1
ENSG00000167978	UPI00025A2E1F
ENSG00000080503	UPI00000618AB
ENSG00000178445	UPI00097BA701
ENSG00000124172	UPI000013CB4F
ENSG00000119866	UPI00005BD9FE
ENSG00000213020	UPI00003E287C
ENSG00000089693	UPI000204A9F6
ENSG00000080503	UPI000719A0FB
ENSG00000167978	UPI00025A2E20
ENSG00000160472	UPI000006F8C2
ENSG00000119866	UPI000D193AB6
ENSG00000080503	UPI00001AE8EA
ENSG00000178445	UPI00097BA5D0
ENSG00000089693	UPI000012F1FA
ENSG00000178445	UPI00097BA73D
ENSG00000145990	UPI000020D544
ENSG00000167978	UPI000007457A
ENSG00000119866	UPI0001D5DC21
ENSG00000178445	UPI00097BA61D
ENSG00000080503	UPI000719A1A7
ENSG00000124172	UPI000013CB4F
ENSG00000119866	UPI0006454779
ENSG00000145990	UPI0000071561
ENSG00000233493	UPI00001D8196
ENSG00000231852	UPI0001B793BC
ENSG00000275714	UPI00000003C7
ENSG00000231852	UPI000013EB72
ENSG00000119866	UPI000013DC00
ENSG00000278637	UPI000000003C
ENSG00000231852	UPI0000073F52
ENSG00000278705	UPI000000003C
ENSG00000231852	UPI0001B793BD
ENSG00000080503	UPI000719A199
ENSG00000119866	UPI00001867CC
ENSG00000080503	UPI0007E52A49
ENSG00000080503	UPI00080A7E98
ENSG00000119866	UPI000D196297
ENSG00000119866	UPI000D18C883
ENSG00000119866	UPI000D193170
ENSG00000250709	UPI00017A803A
ENSG00000080503	UPI00001AE8EB
ENSG00000119866	UPI00002084C3
ENSG00000080503	UPI0000061A42
ENSG00000119866	UPI000D18CCC7
ENSG00000159335	UPI0000161B43
ENSG00000080503	UPI000719A128
ENSG00000119866	UPI0000EE260F
ENSG00000119866	UPI000D18FAAA
ENSG00000159335	UPI000204A9F7
ENSG00000159335	UPI000204A9F8
ENSG00000125691	UPI0000006BF5
ENSG00000159335	UPI0000161B43
ENSG00000125691	UPI0000E59F3F
ENSG00000165516	UPI00000372DF
ENSG00000131187	UPI000048055F
ENSG00000125691	UPI0000006BF5
ENSG00000112182	UPI000004F8AD
ENSG00000092377	UPI0000136A73
ENSG00000092377	UPI0000136A73
ENSG00000270647	UPI000013317D
ENSG00000092377	UPI0000136A73
ENSG00000112182	UPI000004F8AD
ENSG00000197122	UPI0000000CB3
ENSG00000125691	UPI000052D245
ENSG00000197122	UPI0000000CB3
ENSG00000162419	UPI000002AAA5
ENSG00000092377	
ENSG00000112182	UPI00001A3AA3
ENSG00000197122	UPI0000000D75
ENSG00000112182	UPI00001A3AA3
ENSG00000176979	UPI000006DAAD
ENSG00000080503	UPI0007E52CC8
ENSG00000162419	UPI000002AAA5
ENSG00000125691	UPI0000E247B9
ENSG00000176979	UPI000006DAAD
ENSG00000140563	UPI0000F05984
ENSG00000125691	UPI000268AF60
ENSG00000165516	UPI000000CC2C
ENSG00000112182	UPI000004F8AD
ENSG00000176979	UPI0001D3B984
ENSG00000086102	UPI0000072140
ENSG00000125691	UPI0000E59F40
ENSG00000165516	UPI0000D4DB4C
ENSG00000162419	UPI000012B8AB
ENSG00000080503	UPI000719A1F9
ENSG00000270647	UPI0002841011
ENSG00000176979	UPI000006DAAD
ENSG00000146282	UPI000020D2E6
ENSG00000176979	UPI000006DAAD
ENSG00000140563	UPI0000D613A2
ENSG00000198563	UPI0001F77C61
ENSG00000146282	UPI000059D900
ENSG00000197122	UPI0000000CB3
ENSG00000080503	UPI000719A1A1
ENSG00000006071	UPI000D18DA72
ENSG00000140563	UPI000007076C
ENSG00000131188	UPI0001D3BB7B
ENSG00000080503	UPI000D18DC75
ENSG00000174358	UPI0001AE738E
ENSG00000198944	UPI000156802F
ENSG00000165516	UPI000000CC2C
ENSG00000080503	UPI00080A7E71
ENSG00000214652	UPI0001A23134
ENSG00000165516	UPI000013E4BF
ENSG00000006071	UPI0001F78732
ENSG00000086102	UPI000016064D
ENSG00000080503	UPI0000211085
ENSG00000120686	UPI0000458957
ENSG00000131188	UPI0000073D0A
ENSG00000131188	UPI0000073D0A
ENSG00000120686	UPI00000041DB
ENSG00000131188	UPI0000073D0A
ENSG00000120686	UPI000059D1E5
ENSG00000203837	UPI000013DB40
ENSG00000174358	UPI0000401AF8
ENSG00000135378	UPI000013707A
ENSG00000274267	UPI00000003C7
ENSG00000236609	UPI00018E24EF
ENSG00000110756	UPI000000D7EA
ENSG00000073067	UPI000013C59A
ENSG00000270647	UPI0002841012
ENSG00000278463	UPI00000007AF
ENSG00000073067	UPI000013EDE5
ENSG00000277669	UPI0003F48487
ENSG00000170638	UPI0000049DAE
ENSG00000276410	UPI0000001BD2
ENSG00000073067	UPI0000D4CF27
ENSG00000115138	UPI0000127E5B
ENSG00000197471	UPI000012E5AA
ENSG00000170638	UPI0000049DAE
ENSG00000270647	UPI0002841014
ENSG00000140519	UPI0000D4959D
ENSG00000197471	UPI000155D540
ENSG00000197471	UPI000012E5AA
ENSG00000115138	UPI0000127E5B
ENSG00000197471	UPI000012E5AA
ENSG00000198055	UPI0001D3BB63
ENSG00000110756	UPI000000D7E9
ENSG00000197471	UPI000012E5AA
ENSG00000110756	UPI000000D7EA
ENSG00000132535	UPI0000048D63
ENSG00000270647	UPI0002841015
ENSG00000148339	UPI00002118BE
ENSG00000270647	UPI000000D8D6
ENSG00000110756	UPI000204AD63
ENSG00000270647	UPI0002841016
ENSG00000170638	UPI0000049DAE
ENSG00000270647	UPI0002841017
ENSG00000170638	UPI0000D4C413
ENSG00000106078	UPI000045755A
ENSG00000115138	UPI0000127E5B
ENSG00000110756	UPI000204AD64
ENSG00000148339	UPI00004589A8
ENSG00000198492	UPI0003335132
ENSG00000115138	UPI000173A448
ENSG00000006071	UPI00015DFF64
ENSG00000110756	UPI0000EE37D5
ENSG00000140519	UPI00000343FD
ENSG00000121211	UPI000006EAB8
ENSG00000115138	UPI0000127E5B
ENSG00000148339	UPI00001C1EA8
ENSG00000140519	UPI000E6F4163
ENSG00000140519	UPI00022F8731
ENSG00000148339	UPI000035E71B
ENSG00000103485	UPI000013C78C
ENSG00000213676	UPI00001261C8
ENSG00000103485	UPI00004DD7BF
ENSG00000121211	UPI0001C10FD0
ENSG00000198492	UPI0000034E25
ENSG00000148339	UPI0000367685
ENSG00000213676	UPI000002A41C
ENSG00000006071	UPI0000DBEF32
ENSG00000121211	UPI0001D3B9BC
ENSG00000213676	UPI000E6F3988
ENSG00000121211	UPI0001D3B9BD
ENSG00000006071	UPI00015DFF64
ENSG00000121211	UPI00004133F5
ENSG00000148339	UPI0001B7914D
ENSG00000132535	UPI0000E59DF2
ENSG00000140519	UPI00022F8732
ENSG00000231974	UPI00004702A1
ENSG00000104205	UPI000013591F
ENSG00000148339	UPI0001B7914E
ENSG00000114166	UPI00002132DE
ENSG00000100330	UPI0000073EF2
ENSG00000140519	UPI00022F8733
ENSG00000132535	UPI00005627FB
ENSG00000205903	UPI0000D61BFB
ENSG00000198492	UPI000020407E
ENSG00000106078	UPI000198CE12
ENSG00000080503	UPI000719A0DA
ENSG00000100330	UPI000173A31A
ENSG00000205903	UPI0004620C2B
ENSG00000198492	UPI0003335162
ENSG00000006071	UPI000D18BC4E
ENSG00000104205	UPI000013591F
ENSG00000100330	UPI0000EE5C0B
ENSG00000198492	UPI0000034E25
ENSG00000006071	UPI000D18D735
ENSG00000100330	UPI000006EF30
ENSG00000006071	UPI000D18E7F1
ENSG00000006071	UPI000D18C2F4
ENSG00000205884	UPI0000591BA5
ENSG00000188771	UPI000023753A
ENSG00000006071	UPI000D19010D
ENSG00000100330	UPI0000072406
ENSG00000231974	UPI00004702A2
ENSG00000104205	UPI0003F47C23
ENSG00000278167	UPI00001362DA
ENSG00000171169	UPI0000160C94
ENSG00000205883	UPI0000591BA1
ENSG00000104205	UPI000013591F
ENSG00000105640	UPI0000133CD9
ENSG00000104205	UPI0001E8F17B
ENSG00000080503	UPI000046FD5E
ENSG00000231974	UPI00000369DE
ENSG00000100330	UPI0000072406
ENSG00000104205	UPI000015D94C
ENSG00000105640	UPI0001D38B34
ENSG00000080503	UPI000719A0D7
ENSG00000104205	UPI0001E8F17C
ENSG00000205882	UPI00000361E8
ENSG00000161610	UPI0000130E6F
ENSG00000132535	UPI0000EE6430
ENSG00000080503	UPI0000E0B9FF
ENSG00000104205	UPI000013591F
ENSG00000205882	UPI00000361E8
ENSG00000104205	UPI0001E8F17A
ENSG00000104205	UPI0001E8F178
ENSG00000132535	UPI0001914B3A
ENSG00000105640	UPI0002A474DF
ENSG00000132535	UPI000013E125
ENSG00000105640	UPI0002A472A0
ENSG00000106078	UPI00001A9480
ENSG00000275591	UPI000188142A
ENSG00000104205	UPI000013591F
ENSG00000006071	UPI0007DC705B
ENSG00000105640	UPI00005BCD11
