Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Caenorhabditis elegans gene stable ID	Caenorhabditis elegans chromosome/scaffold name	Caenorhabditis elegans chromosome/scaffold start (bp)	Caenorhabditis elegans chromosome/scaffold end (bp)	%id. target Caenorhabditis elegans gene identical to query gene	%id. query gene identical to target Caenorhabditis elegans gene	Caenorhabditis elegans orthology confidence [0 low, 1 high]
ENSG00000116761	1	70411218	70439851	WBGene00022856	II	7056173	7058014	56.5432	58.4184	1
ENSG00000285053	1	235328570	235448952	WBGene00019503	IV	8294690	8297283	28.463	30.426	0
ENSG00000173726	1	235109336	235128936	WBGene00009092	V	12342314	12343469	42.069	32.4468	0
ENSG00000143207	1	175944831	176207493	WBGene00013862	V	10737116	10739350	10.3967	15.1697	
ENSG00000143207	1	175944831	176207493	WBGene00006474	III	3705265	3706784	10.1231	19.6809	
ENSG00000116147	1	175315194	175743770	WBGene00017013	X	8908050	8910837	6.77467	19.7849	
ENSG00000116147	1	175315194	175743770	WBGene00007687	II	8978475	8982678	3.82916	6.08187	
ENSG00000116147	1	175315194	175743770	WBGene00020516	V	6842737	6846652	6.18557	22.5806	
ENSG00000116147	1	175315194	175743770	WBGene00011326	V	13689892	13703330	7.29013	3.06882	
ENSG00000120332	1	175067858	175148066	WBGene00017013	X	8908050	8910837	6.92841	19.3548	
ENSG00000120332	1	175067858	175148066	WBGene00007687	II	8978475	8982678	3.77213	5.73099	
ENSG00000120332	1	175067858	175148066	WBGene00020516	V	6842737	6846652	6.15858	21.5054	
ENSG00000120332	1	175067858	175148066	WBGene00011326	V	13689892	13703330	6.15858	2.47985	
ENSG00000203786	1	152759561	152762052	WBGene00010630	V	10358544	10361430	6.56304	7.40741	0
ENSG00000163125	1	150363091	150476566	WBGene00009451	I	8804799	8808081	9.85626	21.6867	0
ENSG00000132677	1	156369212	156385219	WBGene00004359	V	11727900	11730160	37.5546	37.6368	1
ENSG00000132677	1	156369212	156385219	WBGene00004358	V	5428160	5430431	37.9913	37.581	1
ENSG00000116771	1	15572353	15585110	WBGene00020658	X	5630248	5631824	17.3295	18.6544	0
ENSG00000117360	1	150321476	150353195	WBGene00010844	III	10424112	10427982	33.9678	37.3591	0
ENSG00000011021	1	11806096	11848079	WBGene00000532	II	9094710	9098605	23.4753	25.596	0
ENSG00000203697	1	223538007	223665734	WBGene00000546	IV	1431272	1435039	32.2902	36.2041	
ENSG00000203697	1	223538007	223665734	WBGene00000544	I	12073143	12084221	28.3073	26.4628	
ENSG00000203697	1	223538007	223665734	WBGene00000547	IV	1435465	1446182	33.4282	30.2057	
ENSG00000203697	1	223538007	223665734	WBGene00000542	III	7980913	7986327	35.2774	31.7949	
ENSG00000203697	1	223538007	223665734	WBGene00006606	IV	14436367	14444183	24.7511	26.8519	
ENSG00000203697	1	223538007	223665734	WBGene00013184	I	11302286	11305218	3.12945	7.14286	
ENSG00000203697	1	223538007	223665734	WBGene00010417	I	11308121	11311053	3.12945	7.14286	
ENSG00000203697	1	223538007	223665734	WBGene00012233	I	13676255	13677792	2.56046	7.14286	
ENSG00000203697	1	223538007	223665734	WBGene00009695	I	13254141	13257729	18.3499	19.969	
ENSG00000040487	1	19312326	19329300	WBGene00021546	II	232852	237821	34.3643	32.1543	0
ENSG00000142634	1	15409895	15430343	WBGene00012980	II	14178814	14189917	38.75	13.5371	0
ENSG00000143493	1	211940399	212035542	WBGene00008361	II	11582849	11588536	19.3347	20.4396	0
ENSG00000143473	1	210676823	211134180	WBGene00022295	IV	2037191	2043191	12.2346	14.5433	
ENSG00000143473	1	210676823	211134180	WBGene00000487	IV	2104056	2111605	9.30233	14.6497	
ENSG00000054392	1	210328252	210676296	WBGene00013312	IV	14826449	14829115	22.2672	20.9924	0
ENSG00000054392	1	210328252	210676296	WBGene00013852	II	14678457	14681145	23.4818	22.3507	0
ENSG00000214193	1	36306387	36324886	WBGene00021549	I	3319540	3330673	13.6434	15.971	0
ENSG00000142959	1	44783585	44787705	WBGene00220250	IV	5021188	5025746	25.5814	21.8018	0
ENSG00000142959	1	44783585	44787705	WBGene00015628	IV	5026523	5029078	24.5243	30.3665	0
ENSG00000142959	1	44783585	44787705	WBGene00007988	I	14158506	14161718	28.9641	26.7578	0
ENSG00000142959	1	44783585	44787705	WBGene00013520	IV	15302421	15309408	28.5412	34.1772	0
ENSG00000142959	1	44783585	44787705	WBGene00021368	IV	3756242	3759910	27.907	27.1605	0
ENSG00000142959	1	44783585	44787705	WBGene00206487	IV	283647	287212	33.4038	27.768	0
ENSG00000142959	1	44783585	44787705	WBGene00022797	III	7901033	7904473	32.3467	24.2089	0
ENSG00000142959	1	44783585	44787705	WBGene00014102	I	14205717	14208581	27.2727	21.4286	0
ENSG00000142959	1	44783585	44787705	WBGene00008185	I	14209215	14212501	24.5243	27.4232	0
ENSG00000142959	1	44783585	44787705	WBGene00014103	I	14200020	14204687	21.7759	25.0608	0
ENSG00000142959	1	44783585	44787705	WBGene00008821	V	16049492	16051554	21.7759	23.7327	0
ENSG00000142959	1	44783585	44787705	WBGene00008186	I	14216756	14220624	22.1987	23.6486	0
ENSG00000142959	1	44783585	44787705	WBGene00020046	IV	7193520	7195834	27.907	28.5097	0
ENSG00000142959	1	44783585	44787705	WBGene00007204	IV	13111520	13113082	29.8097	33.4917	0
ENSG00000142959	1	44783585	44787705	WBGene00007203	IV	13108141	13109799	28.7526	30.2222	0
ENSG00000142959	1	44783585	44787705	WBGene00007404	III	9686990	9690253	28.7526	30.0221	0
ENSG00000142959	1	44783585	44787705	WBGene00007808	IV	11226502	11230307	30.0211	26.2963	0
ENSG00000126070	1	35930718	36072500	WBGene00004094	I	5158511	5162231	24.8837	21.9487	0
ENSG00000126070	1	35930718	36072500	WBGene00010263	II	12919551	12923377	23.4884	20.9326	0
ENSG00000126070	1	35930718	36072500	WBGene00020707	V	343428	347623	22.6744	19.697	0
ENSG00000126070	1	35930718	36072500	WBGene00021711	II	3603387	3607384	20.6977	18.4265	0
ENSG00000126070	1	35930718	36072500	WBGene00007624	III	4172337	4176159	23.4884	19.5736	0
ENSG00000126070	1	35930718	36072500	WBGene00013942	V	17116026	17117009	6.04651	28.1081	0
ENSG00000126070	1	35930718	36072500	WBGene00004323	V	9987916	9991642	26.9767	22.7451	0
ENSG00000126070	1	35930718	36072500	WBGene00011061	I	7235371	7238790	24.3023	22.1164	0
ENSG00000126070	1	35930718	36072500	WBGene00022877	II	5812375	5815482	23.9535	22.5877	0
ENSG00000126070	1	35930718	36072500	WBGene00004093	I	4185060	4189956	19.3023	18.1818	0
ENSG00000126070	1	35930718	36072500	WBGene00018921	I	618160	621490	19.3023	18.7148	0
ENSG00000126070	1	35930718	36072500	WBGene00011910	IV	11704246	11708264	39.8837	33.1401	0
ENSG00000126070	1	35930718	36072500	WBGene00006449	III	9887210	9891458	39.5349	32.6923	0
ENSG00000162391	1	54609182	54623556	WBGene00012184	V	20654652	20659742	14.188	15.6604	0
ENSG00000117174	1	85649423	85708433	WBGene00006489	V	10210444	10212127	14.4681	14.9451	0
ENSG00000077522	1	236686454	236764631	WBGene00000228	V	12478413	12484442	61.745	60	1
ENSG00000086619	1	236215555	236281985	WBGene00001334	I	14663209	14674822	39.6146	36.0624	1
ENSG00000177807	1	159998651	160070483	WBGene00002150	X	703029	714478	34.8285	26.5594	1
ENSG00000177807	1	159998651	160070483	WBGene00002151	X	14353309	14370370	31.1346	30.7292	1
ENSG00000177807	1	159998651	160070483	WBGene00002149	X	6766083	6772946	33.7731	23.5294	0
ENSG00000176083	1	26361634	26374522	WBGene00012639	IV	13466139	13469402	8.20611	19.7248	
ENSG00000176083	1	26361634	26374522	WBGene00003909	X	14951200	14954544	7.25191	11.3095	
ENSG00000183291	1	86862445	86914424	WBGene00022297	IV	1973702	1975677	32.7273	35.5263	1
ENSG00000142920	1	33081104	33120530	WBGene00018764	I	3830562	3834124	23.3333	23.4801	0
ENSG00000131686	1	8945867	8975092	WBGene00000283	X	7020033	7023950	25.8786	26.129	0
ENSG00000131686	1	8945867	8975092	WBGene00000279	III	5083206	5085289	22.3642	23.1023	
ENSG00000131686	1	8945867	8975092	WBGene00000284	I	3629471	3631112	22.3642	21.9436	
ENSG00000181817	1	36391238	36397892	WBGene00010619	I	9608926	9609705	20.3252	20.4918	0
ENSG00000143479	1	206635536	206684419	WBGene00003149	X	14819909	14824540	28.4014	18.9342	
ENSG00000143479	1	206635536	206684419	WBGene00185089	II	4231385	4234620	14.7959	22.5974	
ENSG00000143479	1	206635536	206684419	WBGene00022218	X	78429	80400	11.2245	23.8267	
ENSG00000143479	1	206635536	206684419	WBGene00013727	III	12492793	12495640	15.3061	23.3766	
ENSG00000126106	1	44635238	44674555	WBGene00015623	X	6018442	6019936	21.6607	20.7612	0
ENSG00000126106	1	44635238	44674555	WBGene00020402	I	6943176	6945358	22.7437	19.3846	0
ENSG00000126106	1	44635238	44674555	WBGene00020401	I	6940249	6941950	20.9386	20.7143	0
ENSG00000126106	1	44635238	44674555	WBGene00012002	II	9109534	9111240	27.0758	22.2552	0
ENSG00000133069	1	205228176	205285632	WBGene00015800	X	6101158	6105526	16.079	24.4111	0
ENSG00000137976	1	84398532	84415018	WBGene00003828	X	9539905	9542430	30.4709	29.3333	1
ENSG00000137976	1	84398532	84415018	WBGene00000799	III	9367238	9370385	29.3629	28.0423	1
ENSG00000137976	1	84398532	84415018	WBGene00007056	III	8268609	8270680	27.7008	27.248	1
ENSG00000122406	1	92831983	92841924	WBGene00004416	II	8569927	8571100	58.2492	59.0444	0
ENSG00000173406	1	56994778	58546734	WBGene00000894	II	8226132	8229122	23.4234	26.4228	0
ENSG00000173406	1	56994778	58546734	WBGene00001116	X	14049535	14063884	13.5135	8.45547	0
ENSG00000173406	1	56994778	58546734	WBGene00009930	X	11589686	11591719	7.20721	12.1581	0
ENSG00000173406	1	56994778	58546734	WBGene00002176	II	1326995	1350136	5.22523	2.90581	0
ENSG00000173406	1	56994778	58546734	WBGene00003830	V	20829811	20837552	11.1712	9.09091	0
ENSG00000077152	1	202331657	202341980	WBGene00006701	IV	4103020	4106220	22.8426	23.4375	
ENSG00000163349	1	113929192	113977869	WBGene00003149	X	14819909	14824540	12.6446	17.3469	
ENSG00000163349	1	113929192	113977869	WBGene00185089	II	4231385	4234620	7.60331	23.8961	
ENSG00000163349	1	113929192	113977869	WBGene00022218	X	78429	80400	5.86777	25.6318	
ENSG00000163349	1	113929192	113977869	WBGene00013727	III	12492793	12495640	7.43802	23.3766	
ENSG00000162441	1	9922113	9943407	WBGene00022885	II	5838663	5839414	31.5789	34.8837	0
ENSG00000178028	1	44213455	44220681	WBGene00013676	I	14469506	14476790	36.8308	35.2459	1
ENSG00000162714	1	247297412	247331846	WBGene00003033	III	3745461	3747451	9.71039	20.3571	
ENSG00000162714	1	247297412	247331846	WBGene00001824	X	5822277	5827755	15.5026	9.2668	
ENSG00000162714	1	247297412	247331846	WBGene00012385	IV	11076085	11078582	9.19932	11.8943	
ENSG00000116703	1	186443566	186461122	WBGene00003142	IV	13378016	13380407	20.3252	19.3798	0
ENSG00000254726	1	156072013	156081998	WBGene00003229	I	127297	134065	31.3462	36.7946	0
ENSG00000157881	1	2508533	2526628	WBGene00004068	I	6295067	6297625	19.7183	34.2984	0
ENSG00000158859	1	161184308	161199056	WBGene00003248	V	11446633	11449245	8.24373	13.556	
ENSG00000158859	1	161184308	161199056	WBGene00003242	V	7827201	7842388	14.8148	5.7222	
ENSG00000158864	1	161197104	161214395	WBGene00006463	III	6465157	6467208	63.9309	62.4473	0
ENSG00000158864	1	161197104	161214395	WBGene00001520	X	15586812	15590397	63.7149	61.2033	0
ENSG00000117682	1	26432282	26471294	WBGene00044025	IV	11359864	11361509	35.3293	39.4649	0
ENSG00000162639	1	108648290	108661526	WBGene00015349	III	8232651	8234591	19.8473	17.6471	0
ENSG00000198198	1	43389882	43454247	WBGene00010013	II	10251266	10268168	18.9037	17.8962	0
ENSG00000117859	1	51577179	51798427	WBGene00016331	I	5829072	5834640	40.6166	44.8225	1
ENSG00000172339	1	94974407	95072945	WBGene00019725	IV	3801864	3803426	28.2407	25	1
ENSG00000117707	1	213983181	214041502	WBGene00000448	III	8067289	8071455	22.5237	27.9461	0
ENSG00000158008	1	26019884	26036464	WBGene00004360	IV	11578757	11584066	16.716	29.5812	0
ENSG00000074800	1	8861000	8879250	WBGene00011884	II	8930985	8933833	75.1152	70.1075	1
ENSG00000116539	1	155335268	155562807	WBGene00019584	X	7733334	7736271	3.4413	26.2211	
ENSG00000116539	1	155335268	155562807	WBGene00021282	IV	4390848	4393403	2.63158	13.7324	
ENSG00000116539	1	155335268	155562807	WBGene00022431	X	256210	260110	2.32794	12.5227	
ENSG00000116539	1	155335268	155562807	WBGene00008062	I	9519244	9521275	2.36167	13.5397	
ENSG00000116539	1	155335268	155562807	WBGene00008206	X	11970030	11974679	3.34008	13.9831	
ENSG00000116539	1	155335268	155562807	WBGene00020006	IV	4776833	4780083	2.73279	13.257	
ENSG00000116539	1	155335268	155562807	WBGene00018023	II	2690472	2694311	2.53036	20.436	
ENSG00000116539	1	155335268	155562807	WBGene00008527	X	13444980	13448230	2.83401	16.4062	
ENSG00000116539	1	155335268	155562807	WBGene00019690	II	2816976	2819123	2.32794	17.1642	
ENSG00000116539	1	155335268	155562807	WBGene00020919	X	5675246	5680225	4.38596	13.7712	
ENSG00000116539	1	155335268	155562807	WBGene00016603	I	4254380	4264699	5.90418	10.9102	
ENSG00000180488	1	77779624	77879539	WBGene00010465	V	12398759	12400859	19.9052	25.2505	0
ENSG00000160752	1	155308748	155320666	WBGene00011058	I	11917834	11923915	27.9236	33.2386	1
ENSG00000088035	1	63367575	63438562	WBGene00007435	II	8040006	8041732	36.2919	36.5805	1
ENSG00000117054	1	75724347	75787575	WBGene00008566	I	12946937	12950991	14.5374	10	
ENSG00000117054	1	75724347	75787575	WBGene00008567	I	12951025	12954015	14.3172	9.81873	
ENSG00000117054	1	75724347	75787575	WBGene00008565	I	12942280	12946562	14.5374	9.98487	
ENSG00000117054	1	75724347	75787575	WBGene00008564	I	12938555	12942224	14.7577	9.94065	
ENSG00000117054	1	75724347	75787575	WBGene00019406	II	5794495	5796185	52.8634	58.2524	
ENSG00000117054	1	75724347	75787575	WBGene00020366	X	17213144	17214929	53.7445	58.5132	
ENSG00000186510	1	16018875	16034050	WBGene00000530	II	7217955	7225648	35.5167	22.3648	0
ENSG00000186510	1	16018875	16034050	WBGene00000532	II	9094710	9098605	21.2518	18.3187	0
ENSG00000173641	1	16014028	16019594	WBGene00002020	V	9089280	9089766	17.6471	20.979	0
ENSG00000173641	1	16014028	16019594	WBGene00002019	V	9088131	9088617	17.6471	20.979	0
ENSG00000173641	1	16014028	16019594	WBGene00002018	V	1805178	1805875	15.8824	18.8811	0
ENSG00000173641	1	16014028	16019594	WBGene00008592	V	14463588	14464428	15.8824	18.3673	0
ENSG00000173641	1	16014028	16019594	WBGene00008591	V	14461943	14462809	14.7059	17.0068	0
ENSG00000173641	1	16014028	16019594	WBGene00002015	V	9087293	9087782	16.4706	19.3103	0
ENSG00000173641	1	16014028	16019594	WBGene00002017	V	9090077	9090604	16.4706	19.3103	0
ENSG00000173641	1	16014028	16019594	WBGene00002016	V	1804334	1804971	16.4706	19.3103	0
ENSG00000173641	1	16014028	16019594	WBGene00002023	X	6034463	6039496	21.1765	16.4384	0
ENSG00000173641	1	16014028	16019594	WBGene00011906	I	10581538	10582609	16.4706	25	0
ENSG00000173641	1	16014028	16019594	WBGene00002011	III	8138090	8139645	16.4706	25.4545	0
ENSG00000158793	1	161118086	161125445	WBGene00003594	III	11923886	11929376	41.2844	30.6818	1
ENSG00000117411	1	43978943	43991170	WBGene00000269	I	1621346	1628476	32.6683	34.2037	0
ENSG00000162572	1	1280436	1292029	WBGene00003174	X	8465832	8470256	13.591	15.0552	0
ENSG00000162572	1	1280436	1292029	WBGene00003168	X	16803368	16807125	14.8379	15.4948	0
ENSG00000162572	1	1280436	1292029	WBGene00016699	IV	7760417	7762856	8.10474	10.5863	0
ENSG00000162572	1	1280436	1292029	WBGene00007518	X	9589423	9595459	8.10474	11.7541	0
ENSG00000162572	1	1280436	1292029	WBGene00016063	I	4109407	4112385	11.4713	15.1316	0
ENSG00000162572	1	1280436	1292029	WBGene00009073	IV	9132600	9135477	13.3416	17.0927	0
ENSG00000162572	1	1280436	1292029	WBGene00016064	I	4103713	4108045	13.217	16.6929	0
ENSG00000162572	1	1280436	1292029	WBGene00017879	V	8638237	8640585	11.596	15.1713	0
ENSG00000162572	1	1280436	1292029	WBGene00016066	I	4094179	4098330	12.0948	13.9971	0
ENSG00000162572	1	1280436	1292029	WBGene00011891	V	10572920	10575449	7.85536	10.9185	0
ENSG00000085999	1	46247688	46278473	WBGene00004298	I	9065087	9070264	54.7523	50	1
ENSG00000176022	1	1232226	1235041	WBGene00005020	II	2889104	2894395	40.1216	40	1
ENSG00000143324	1	180632004	180890251	WBGene00012659	III	10703329	10707024	46.9828	46.0563	1
ENSG00000117408	1	43946939	43968022	WBGene00011807	III	10069564	10075995	18.1724	18.8172	0
ENSG00000143595	1	154321090	154325325	WBGene00000170	II	9258913	9261994	35.5482	36.8966	
ENSG00000143318	1	160190556	160201886	WBGene00000822	X	14684877	14688322	32.5758	30.9353	1
ENSG00000119285	1	236549005	236604504	WBGene00022739	II	4425167	4432613	12.2201	15.8788	0
ENSG00000054267	1	235131634	235328219	WBGene00044689	V	186169	200777	20.122	16.0194	0
ENSG00000186283	1	179081377	179098023	WBGene00006597	IV	13984251	13985805	22.67	29.0323	0
ENSG00000186283	1	179081377	179098023	WBGene00006598	IV	13982636	13984141	23.4257	30	0
ENSG00000186283	1	179081377	179098023	WBGene00003870	II	8993169	8994533	26.4484	29.4944	1
ENSG00000075391	1	178094141	178484147	WBGene00001515	X	2192504	2195348	7.65625	15.5803	0
ENSG00000075391	1	178094141	178484147	WBGene00001516	X	9472469	9516440	26.3281	26.7673	0
ENSG00000143674	1	233327768	233385148	WBGene00002239	X	8275158	8283301	10.3282	13.8781	0
ENSG00000143674	1	233327768	233385148	WBGene00003030	IV	6742538	6748424	10.3282	12.5146	0
ENSG00000169717	1	3021483	3022903	WBGene00022774	IV	5394962	5396966	31.565	27.2936	
ENSG00000179085	1	155139891	155140595	WBGene00009219	IV	12391591	12392120	22.1311	28.4211	0
ENSG00000155816	1	240014348	240475189	WBGene00018976	V	64564	83831	9.00116	15.7042	
ENSG00000155816	1	240014348	240475189	WBGene00016735	I	5058251	5068829	8.82695	8.95171	
ENSG00000143569	1	154220179	154271510	WBGene00004143	I	379071	381902	16.0994	24.5787	0
ENSG00000189410	1	20719732	20732837	WBGene00006410	X	4148648	4153443	10.1655	10.8861	0
ENSG00000162885	1	235449923	235504481	WBGene00000270	IV	12049862	12051226	11.4	17.7019	0
ENSG00000162885	1	235449923	235504481	WBGene00007096	V	10287564	10289272	5	9.84252	0
ENSG00000162885	1	235449923	235504481	WBGene00017653	V	9128710	9130943	4.6	8.84615	0
ENSG00000116954	1	38838198	38859823	WBGene00012497	IV	11603613	11604927	42.1053	49.7041	0
ENSG00000090020	1	27098815	27166981	WBGene00003732	X	6914254	6921126	21.8405	23.765	0
ENSG00000090020	1	27098815	27166981	WBGene00003733	X	10576960	10581054	17.1779	22.2222	0
ENSG00000090020	1	27098815	27166981	WBGene00003734	II	1670833	1674337	27.1166	34.858	0
ENSG00000090020	1	27098815	27166981	WBGene00003730	II	7690711	7693957	27.362	34.6273	0
ENSG00000162753	1	173500464	173603094	WBGene00003732	X	6914254	6921126	6.76157	10.1469	0
ENSG00000162753	1	173500464	173603094	WBGene00003733	X	10576960	10581054	7.82918	13.9683	0
ENSG00000162753	1	173500464	173603094	WBGene00003734	II	1670833	1674337	7.47331	13.2492	0
ENSG00000162753	1	173500464	173603094	WBGene00003730	II	7690711	7693957	7.65125	13.354	0
ENSG00000143578	1	153967534	153974363	WBGene00016162	II	5179034	5187569	19.2405	21.6524	
ENSG00000143578	1	153967534	153974363	WBGene00000222	X	12480948	12484904	14.6835	9.8472	
ENSG00000143578	1	153967534	153974363	WBGene00000793	III	11657738	11693837	9.11392	8.41121	
ENSG00000143543	1	153974269	153977688	WBGene00002180	IV	1420929	1421770	19.1781	16.7665	0
ENSG00000060642	1	26787472	26798398	WBGene00020375	I	6185462	6188121	24.7465	18.1548	0
ENSG00000143437	1	150809705	150876768	WBGene00000095	I	10193925	10197000	27.3764	47.6821	0
ENSG00000135744	1	230702523	230714297	WBGene00005648	V	8179131	8183442	12.3711	16.0858	
ENSG00000135744	1	230702523	230714297	WBGene00005649	V	8183730	8185772	11.3402	14.7849	
ENSG00000135744	1	230702523	230714297	WBGene00005647	V	7384232	7386173	12.1649	15.7333	
ENSG00000117523	1	171485551	171593511	WBGene00018710	X	16963871	16972808	9.86865	23.7201	0
ENSG00000135776	1	229516582	229558695	WBGene00004008	X	12744723	12749580	26.8293	14.9209	0
ENSG00000135776	1	229516582	229558695	WBGene00004006	X	12731850	12737440	26.1518	14.6434	0
ENSG00000135776	1	229516582	229558695	WBGene00001817	V	14773258	14777697	26.4228	24.1636	0
ENSG00000135776	1	229516582	229558695	WBGene00001818	IV	14694032	14699940	25.4743	29.6998	0
ENSG00000135776	1	229516582	229558695	WBGene00004003	V	17755892	17764751	29.5393	16.847	0
ENSG00000135776	1	229516582	229558695	WBGene00003995	IV	12591697	12599169	31.3008	17.4868	0
ENSG00000135776	1	229516582	229558695	WBGene00004000	X	10871181	10877465	28.0488	16.3895	0
ENSG00000135776	1	229516582	229558695	WBGene00004001	X	10864969	10870237	27.9133	16.3104	0
ENSG00000135776	1	229516582	229558695	WBGene00004002	X	10859351	10864422	25.6098	15.2051	0
ENSG00000143614	1	153789030	153923360	WBGene00000938	I	7536204	7542157	20.0675	16.4365	0
ENSG00000143632	1	229431245	229434098	WBGene00022774	IV	5394962	5396966	34.2175	29.5872	
ENSG00000132694	1	156934840	157045370	WBGene00022391	I	912415	926877	7.10627	17.6752	0
ENSG00000198837	1	153929501	153946696	WBGene00018681	IV	1923939	1948040	30.7487	29.7158	0
ENSG00000007933	1	171090877	171117819	WBGene00001478	III	10694590	10698861	39.2857	40.8203	0
ENSG00000007933	1	171090877	171117819	WBGene00001480	V	899310	903665	39.8496	40.9266	0
ENSG00000007933	1	171090877	171117819	WBGene00001476	IV	10661857	10664404	38.7218	38.6492	0
ENSG00000007933	1	171090877	171117819	WBGene00007254	I	7210515	7212579	21.6165	28.3951	0
ENSG00000007933	1	171090877	171117819	WBGene00016728	I	5050040	5052523	19.3609	25.2451	0
ENSG00000196890	1	228458107	228460470	WBGene00001940	IV	11400311	11400812	78.5714	80.4878	0
ENSG00000196890	1	228458107	228460470	WBGene00001885	II	13821778	13822333	77.7778	80.3279	0
ENSG00000196890	1	228458107	228460470	WBGene00001903	IV	8331044	8331412	77.7778	80.3279	0
ENSG00000196890	1	228458107	228460470	WBGene00001913	V	8536314	8536716	65.873	76.8519	0
ENSG00000196890	1	228458107	228460470	WBGene00001896	V	8892559	8892930	76.9841	78.8618	0
ENSG00000196890	1	228458107	228460470	WBGene00001878	V	16040029	16040548	76.9841	78.8618	0
ENSG00000196890	1	228458107	228460470	WBGene00001928	V	8853006	8853431	76.9841	68.7943	0
ENSG00000196890	1	228458107	228460470	WBGene00001908	IV	8335972	8336340	77.7778	80.3279	0
ENSG00000196890	1	228458107	228460470	WBGene00001932	IV	11339630	11340132	78.5714	80.4878	0
ENSG00000196890	1	228458107	228460470	WBGene00001894	V	8895101	8895472	76.9841	78.8618	0
ENSG00000196890	1	228458107	228460470	WBGene00001926	V	8850464	8850835	76.9841	78.8618	0
ENSG00000196890	1	228458107	228460470	WBGene00001918	II	13826730	13827098	77.7778	80.3279	0
ENSG00000196890	1	228458107	228460470	WBGene00001882	V	8532540	8533098	76.9841	78.8618	0
ENSG00000196890	1	228458107	228460470	WBGene00001889	II	13818371	13818739	77.7778	80.3279	0
ENSG00000196890	1	228458107	228460470	WBGene00001915	V	9545494	9546264	78.5714	80.4878	0
ENSG00000196890	1	228458107	228460470	WBGene00001936	IV	7486519	7486962	78.5714	80.4878	0
ENSG00000196890	1	228458107	228460470	WBGene00001922	IV	11324719	11325222	78.5714	80.4878	0
ENSG00000117479	1	169463909	169486003	WBGene00044738	V	7603806	7609946	31.1871	36.5566	1
ENSG00000117479	1	169463909	169486003	WBGene00018138	V	2872465	2875600	29.3763	34.434	1
ENSG00000117479	1	169463909	169486003	WBGene00007388	V	11141498	11143121	34.2052	37.5276	1
ENSG00000143158	1	167916729	167937040	WBGene00018765	I	3827219	3828143	48.0315	45.8647	1
ENSG00000160781	1	156243321	156248117	WBGene00016610	IV	6552479	6555920	7.40741	5.99078	
ENSG00000160781	1	156243321	156248117	WBGene00019643	V	6895078	6896922	9.11681	10.5263	
ENSG00000160781	1	156243321	156248117	WBGene00022158	I	1670036	1672742	5.69801	7.90514	
ENSG00000176256	1	33860475	33864791	WBGene00001974	III	7379143	7381609	16.6667	4.44763	
ENSG00000176256	1	33860475	33864791	WBGene00001973	I	5815609	5818132	13.9785	3.77358	
ENSG00000143368	1	149923317	149928344	WBGene00004723	II	8034250	8035767	56.1321	61.3402	0
ENSG00000182827	1	226144679	226186730	WBGene00012765	IV	15014042	15025513	35.7955	42.1875	1
ENSG00000178096	1	149887890	149900798	WBGene00019658	IV	652130	653421	34.3066	43.5185	1
ENSG00000203812	1	149842188	149842736	WBGene00019947	IV	4445990	4446997	57.6923	53.5714	0
ENSG00000158747	1	19596979	19658456	WBGene00009389	V	11625954	11629322	14.8148	9.30233	0
ENSG00000162813	1	220057482	220090462	WBGene00044063	II	4420255	4422319	42.8571	41.3793	1
ENSG00000159352	1	151254703	151267479	WBGene00004466	I	10730712	10732448	43.9474	48.2659	1
ENSG00000162769	1	212858255	212899363	WBGene00015632	I	5497679	5505447	39.0991	37.0307	1
ENSG00000131236	1	40040233	40072649	WBGene00000294	X	16807461	16813673	42.1053	15.9236	0
ENSG00000131236	1	40040233	40072649	WBGene00015975	I	4190142	4193129	33.8947	35.2298	1
ENSG00000117399	1	43358955	43363203	WBGene00001511	II	5501633	5503908	23.8477	23.4714	0
ENSG00000123836	1	207034366	207081024	WBGene00019295	IV	5941926	5943998	44.7525	49.453	1
ENSG00000123836	1	207034366	207081024	WBGene00022456	I	5131288	5134101	47.5248	53.3333	1
ENSG00000198691	1	93992835	94121132	WBGene00000023	I	12011195	12018668	18.3458	26.6624	0
ENSG00000198691	1	93992835	94121132	WBGene00018982	I	6139216	6140444	4.44347	40.0794	0
ENSG00000198691	1	93992835	94121132	WBGene00000019	IV	10206189	10214911	12.9344	18.8703	0
ENSG00000198691	1	93992835	94121132	WBGene00000020	I	2255923	2272866	26.7048	28.2852	0
ENSG00000116882	1	119368779	119394130	WBGene00018286	V	8603480	8605469	40.9341	40.1617	1
ENSG00000203859	1	119414931	119423035	WBGene00022498	X	5005269	5007024	22.5806	22.4599	
ENSG00000203859	1	119414931	119423035	WBGene00022616	X	5009300	5011222	23.1183	23.9554	
ENSG00000204178	1	25430858	25500209	WBGene00017066	I	6598981	6607520	14.759	10.9253	0
ENSG00000116329	1	28812142	28871267	WBGene00016265	I	6989067	6992106	21.7742	20.5063	0
ENSG00000203668	1	241628853	241640254	WBGene00022051	III	1570306	1576638	26.2195	33.7255	1
ENSG00000198216	1	181317690	181808084	WBGene00001187	IV	7405460	7418733	31.2149	38.4656	
ENSG00000198626	1	237042205	237833988	WBGene00006801	V	6901697	6929038	43.1246	39.7624	0
ENSG00000121454	1	180230286	180278982	WBGene00002988	X	1073908	1079451	24.6154	30.3797	
